Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
easyJet,2/7/2023,TLV,GVA,,12:20,16:00,4h 40m,nonstop,281
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,10:10,15:55,6h 45m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,GVA,SAW,7:20,13:10,6h 50m,1 stop,250
Wizz Air,2/7/2023,TLV,BSL,BUD,10:55,16:25,6h 30m,1 stop,259
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,5:30,12:20,7h 50m,1 stop,250
Aegean Airlines,2/7/2023,TLV,GVA,ATH,5:20,10:10,5h 50m,1 stop,416
Pegasus Airlines,2/7/2023,TLV,GVA,SAW,5:30,13:10,8h 40m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,7:20,15:55,9h 35m,1 stop,250
AnadoluJet,2/7/2023,TLV,ZRH,SAW,6:10,13:10,8h 00m,1 stop,455
Aegean Airlines,2/7/2023,TLV,ZRH,ATH,5:20,10:20,6h 00m,1 stop,471
AnadoluJet,2/7/2023,TLV,BSL,SAW,6:10,13:25,8h 15m,1 stop,481
Iberia,2/7/2023,TLV,GVA,MAD,6:00,13:30,8h 30m,1 stop,582
Air France,2/7/2023,TLV,GVA,CDG,15:55,21:55,7h 00m,1 stop,619
Air France,2/7/2023,TLV,BSL,CDG,15:55,21:50,6h 55m,1 stop,639
Turkish Airlines,2/7/2023,TLV,ZRH,IST,9:50,17:10,8h 20m,1 stop,643
SWISS,2/7/2023,TLV,ZRH,,7:35,10:55,4h 20m,nonstop,981
Turkish Airlines,2/7/2023,TLV,GVA,IST,9:50,17:15,8h 25m,1 stop,643
Turkish Airlines,2/7/2023,TLV,ZRH,IST,1:00,9:50,9h 50m,1 stop,643
KLM,2/7/2023,TLV,GVA,AMS,5:15,13:50,9h 35m,1 stop,868
LOT,2/7/2023,TLV,ZRH,WAW,5:20,11:30,7h 10m,1 stop,980
Air France,2/7/2023,TLV,GVA,"AMS, CDG",5:15,14:10,9h 55m,2 stops,984
Aegean Airlines,2/7/2023,TLV,ZRH,ATH,5:20,10:50,6h 30m,1 stop,"1,025"
SWISS,2/7/2023,TLV,GVA,ZRH,7:35,14:05,7h 30m,1 stop,"1,223"
Lufthansa,2/7/2023,TLV,GVA,MUC,7:00,12:25,6h 25m,1 stop,"1,267"
Lufthansa,2/7/2023,TLV,GVA,MUC,17:05,23:00,6h 55m,1 stop,"1,267"
SWISS,2/7/2023,TLV,EAP,ZRH,7:35,13:24,6h 49m,1 stop,"1,505"
KLM,2/7/2023,TLV,ZRH,AMS,5:15,13:35,9h 20m,1 stop,"1,422"
Lufthansa,2/7/2023,TLV,BSL,FRA,5:20,13:30,9h 10m,1 stop,"1,555"
Austrian Airlines,2/7/2023,TLV,ZRH,VIE,6:15,11:10,5h 55m,1 stop,"1,571"
Lufthansa,2/7/2023,TLV,ZRH,MUC,7:00,12:40,6h 40m,1 stop,"1,590"
Lufthansa,2/7/2023,TLV,ZRH,FRA,5:20,13:55,9h 35m,1 stop,"1,612"
Lufthansa,2/7/2023,TLV,GVA,FRA,5:20,14:15,9h 55m,1 stop,"1,613"
Lufthansa,2/7/2023,TLV,ZRH,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,668"
Lufthansa,2/7/2023,TLV,ZRH,"MUC, FRA",7:00,15:00,9h 00m,2 stops,"1,668"
SWISS,2/7/2023,TLV,ZRH,,7:35,10:55,4h 20m,nonstop,981
easyJet,2/7/2023,TLV,GVA,,12:20,16:00,4h 40m,nonstop,281
Aegean Airlines,2/7/2023,TLV,GVA,ATH,5:20,10:10,5h 50m,1 stop,416
Austrian Airlines,2/7/2023,TLV,ZRH,VIE,6:15,11:10,5h 55m,1 stop,"1,571"
Aegean Airlines,2/7/2023,TLV,ZRH,ATH,5:20,10:20,6h 00m,1 stop,471
Lufthansa,2/7/2023,TLV,GVA,MUC,7:00,12:25,6h 25m,1 stop,"1,267"
Wizz Air,2/7/2023,TLV,BSL,BUD,10:55,16:25,6h 30m,1 stop,259
Aegean Airlines,2/7/2023,TLV,ZRH,ATH,5:20,10:50,6h 30m,1 stop,"1,025"
Lufthansa,2/7/2023,TLV,ZRH,MUC,7:00,12:40,6h 40m,1 stop,"1,590"
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,10:10,15:55,6h 45m,1 stop,250
SWISS,2/7/2023,TLV,EAP,ZRH,7:35,13:24,6h 49m,1 stop,"1,505"
Pegasus Airlines,2/7/2023,TLV,GVA,SAW,7:20,13:10,6h 50m,1 stop,250
KLM,2/7/2023,TLV,BSL,CDG,15:55,21:50,6h 55m,1 stop,639
Lufthansa,2/7/2023,TLV,GVA,MUC,17:05,23:00,6h 55m,1 stop,"1,267"
Air France,2/7/2023,TLV,GVA,CDG,15:55,21:55,7h 00m,1 stop,619
LOT,2/7/2023,TLV,ZRH,WAW,5:20,11:30,7h 10m,1 stop,980
SWISS,2/7/2023,TLV,GVA,ZRH,7:35,14:05,7h 30m,1 stop,"1,223"
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,5:30,12:20,7h 50m,1 stop,250
Lufthansa,2/7/2023,TLV,ZRH,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,668"
AnadoluJet,2/7/2023,TLV,ZRH,SAW,6:10,13:10,8h 00m,1 stop,455
AnadoluJet,2/7/2023,TLV,BSL,SAW,6:10,13:25,8h 15m,1 stop,481
Turkish Airlines,2/7/2023,TLV,ZRH,IST,9:50,17:10,8h 20m,1 stop,643
Turkish Airlines,2/7/2023,TLV,GVA,IST,9:50,17:15,8h 25m,1 stop,643
Iberia,2/7/2023,TLV,GVA,MAD,6:00,13:30,8h 30m,1 stop,582
Pegasus Airlines,2/7/2023,TLV,GVA,SAW,5:30,13:10,8h 40m,1 stop,250
Lufthansa,2/7/2023,TLV,ZRH,"MUC, FRA",7:00,15:00,9h 00m,2 stops,"1,668"
Lufthansa,2/7/2023,TLV,BSL,FRA,5:20,13:30,9h 10m,1 stop,"1,555"
KLM,2/7/2023,TLV,ZRH,AMS,5:15,13:35,9h 20m,1 stop,"1,422"
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,7:20,15:55,9h 35m,1 stop,250
KLM,2/7/2023,TLV,GVA,AMS,5:15,13:50,9h 35m,1 stop,868
Lufthansa,2/7/2023,TLV,ZRH,FRA,5:20,13:55,9h 35m,1 stop,"1,612"
Turkish Airlines,2/7/2023,TLV,ZRH,IST,1:00,9:50,9h 50m,1 stop,643
Air France,2/7/2023,TLV,GVA,"AMS, CDG",5:15,14:10,9h 55m,2 stops,984
Lufthansa,2/7/2023,TLV,GVA,FRA,5:20,14:15,9h 55m,1 stop,"1,613"
Ryanair,2/8/2023,TLV,FCO,,20:20,23:05,3h 45m,nonstop,109
Ryanair,2/8/2023,TLV,FCO,,20:20,23:05,3h 45m,nonstop,100
Ryanair,2/8/2023,TLV,FCO,,20:20,23:05,3h 45m,nonstop,130
Ryanair,2/8/2023,TLV,FCO,,11:30,14:15,3h 45m,nonstop,157
Ryanair,2/8/2023,TLV,FCO,,11:30,14:15,3h 45m,nonstop,196
Pegasus Airlines,2/8/2023,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,219
Aegean Airlines,2/8/2023,TLV,FCO,ATH,5:20,9:35,5h 15m,1 stop,370
Ryanair,2/8/2023,TLV,TSF,CRL,12:55,20:50,8h 55m,1 stop,225
easyJet,2/8/2023,TLV,NAP,BER,13:10,21:10,9h 00m,1 stop,231
Pegasus Airlines,2/8/2023,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,351
Ryanair,2/8/2023,TLV,NAP,BGY,12:05,17:50,6h 45m,1 stop,360
Air France,2/8/2023,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,493
Air France,2/8/2023,TLV,FCO,CDG,15:55,23:25,8h 30m,1 stop,493
Turkish Airlines,2/8/2023,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,618
Turkish Airlines,2/8/2023,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,672
Turkish Airlines,2/8/2023,TLV,NAP,IST,9:50,18:20,9h 30m,1 stop,809
Aeroflot,2/8/2023,TLV,VCE,SVO,7:10,16:10,10h 00m,1 stop,959
SWISS,2/8/2023,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,314"
Lufthansa,2/8/2023,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,343"
Lufthansa,2/8/2023,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,359"
Lufthansa,2/8/2023,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,381"
Ryanair,2/8/2023,TLV,FCO,,20:20,23:05,3h 45m,nonstop,100
Ryanair,2/8/2023,TLV,FCO,,20:20,23:05,3h 45m,nonstop,130
Ryanair,2/8/2023,TLV,FCO,,11:30,14:15,3h 45m,nonstop,157
Ryanair,2/8/2023,TLV,FCO,,11:30,14:15,3h 45m,nonstop,196
Aegean Airlines,2/8/2023,TLV,FCO,ATH,5:20,9:35,5h 15m,1 stop,370
Lufthansa,2/8/2023,TLV,FCO,MUC,7:00,12:35,6h 35m,1 stop,"1,343"
Ryanair,2/8/2023,TLV,NAP,BGY,12:05,17:50,6h 45m,1 stop,360
Pegasus Airlines,2/8/2023,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,219
Pegasus Airlines,2/8/2023,TLV,FCO,SAW,5:30,11:30,7h 00m,1 stop,351
SWISS,2/8/2023,TLV,FCO,ZRH,7:35,14:05,7h 30m,1 stop,"1,314"
Air France,2/8/2023,TLV,VCE,CDG,15:55,22:55,8h 00m,1 stop,493
Lufthansa,2/8/2023,TLV,FCO,FRA,5:20,12:40,8h 20m,1 stop,"1,381"
Air France,2/8/2023,TLV,FCO,CDG,15:55,23:25,8h 30m,1 stop,493
Turkish Airlines,2/8/2023,TLV,VCE,IST,9:50,17:40,8h 50m,1 stop,672
Ryanair,2/8/2023,TLV,TSF,CRL,12:55,20:50,8h 55m,1 stop,225
Turkish Airlines,2/8/2023,TLV,FCO,IST,9:50,17:45,8h 55m,1 stop,618
easyJet,2/8/2023,TLV,NAP,BER,13:10,21:10,9h 00m,1 stop,231
Turkish Airlines,2/8/2023,TLV,NAP,IST,9:50,18:20,9h 30m,1 stop,809
Lufthansa,2/8/2023,TLV,FCO,MUC,7:00,15:40,9h 40m,1 stop,"1,359"
Aeroflot,2/8/2023,TLV,VCE,SVO,7:10,16:10,10h 00m,1 stop,959
Ryanair,2/8/2023,TLV,BER,,18:55,22:10,4h 15m,nonstop,61
Ryanair,2/8/2023,TLV,BER,PFO,13:50,18:40,5h 50m,1 stop,56
easyJet,2/8/2023,TLV,BER,,13:10,16:45,4h 35m,nonstop,66
Pegasus Airlines,2/8/2023,TLV,FRA,SAW,7:20,13:05,6h 45m,1 stop,250
Pegasus Airlines,2/8/2023,TLV,FRA,SAW,10:10,16:25,7h 15m,1 stop,250
Pegasus Airlines,2/8/2023,TLV,FRA,SAW,5:30,13:05,8h 35m,1 stop,250
Aegean Airlines,2/8/2023,TLV,FRA,ATH,5:20,10:25,6h 05m,1 stop,311
Pegasus Airlines,2/8/2023,TLV,BER,SAW,5:30,11:00,6h 30m,1 stop,329
Aegean Airlines,2/8/2023,TLV,BER,ATH,5:20,10:50,6h 30m,1 stop,375
Aegean Airlines,2/8/2023,TLV,MUC,ATH,5:20,10:10,5h 50m,1 stop,379
AnadoluJet,2/8/2023,TLV,FRA,SAW,6:10,12:30,7h 20m,1 stop,516
AnadoluJet,2/8/2023,TLV,BER,SAW,6:10,12:30,7h 20m,1 stop,519
Air France,2/8/2023,TLV,FRA,CDG,15:55,22:05,7h 10m,1 stop,454
Air France,2/8/2023,TLV,MUC,CDG,15:55,22:20,7h 25m,1 stop,454
Air France,2/8/2023,TLV,BER,CDG,15:55,22:40,7h 45m,1 stop,498
easyJet,2/8/2023,TLV,BER,AMS,14:00,21:30,8h 30m,1 stop,511
AnadoluJet,2/8/2023,TLV,MUC,SAW,6:10,12:40,7h 30m,1 stop,519
LOT,2/8/2023,TLV,BER,WAW,5:20,11:35,7h 15m,1 stop,574
KLM,2/8/2023,TLV,BER,AMS,5:15,13:45,9h 30m,1 stop,620
Turkish Airlines,2/8/2023,TLV,FRA,IST,7:25,13:50,7h 25m,1 stop,643
Turkish Airlines,2/8/2023,TLV,BER,IST,7:25,13:30,7h 05m,1 stop,650
Turkish Airlines,2/8/2023,TLV,BER,IST,9:50,17:30,8h 40m,1 stop,650
Turkish Airlines,2/8/2023,TLV,MUC,IST,9:50,17:20,8h 30m,1 stop,672
Lufthansa,2/8/2023,TLV,MUC,,17:05,20:15,4h 10m,nonstop,"1,084"
Lufthansa,2/8/2023,TLV,MUC,,7:00,10:10,4h 10m,nonstop,"1,084"
Lufthansa,2/8/2023,TLV,FRA,,16:25,20:00,4h 35m,nonstop,"1,195"
Lufthansa,2/8/2023,TLV,FRA,,5:20,9:00,4h 40m,nonstop,"1,195"
SWISS,2/8/2023,TLV,MUC,ZRH,7:35,14:25,7h 50m,1 stop,"1,298"
Finnair,2/8/2023,TLV,FRA,HEL,1:10,9:25,9h 15m,1 stop,"1,311"
Lufthansa,2/8/2023,TLV,FRA,MUC,7:00,12:05,6h 05m,1 stop,"1,391"
Finnair,2/8/2023,TLV,BER,HEL,1:10,8:20,8h 10m,1 stop,"1,450"
SWISS,2/8/2023,TLV,BER,ZRH,7:35,14:00,7h 25m,1 stop,"1,452"
Aegean Airlines,2/8/2023,TLV,BER,"ATH, MUC",5:20,12:15,7h 55m,2 stops,"1,458"
Lufthansa,2/8/2023,TLV,BER,MUC,7:00,12:15,6h 15m,1 stop,"1,523"
Lufthansa,2/8/2023,TLV,BER,MUC,17:05,22:55,6h 50m,1 stop,"1,523"
Lufthansa,2/8/2023,TLV,BER,MUC,7:00,15:25,9h 25m,1 stop,"1,523"
Austrian Airlines,2/8/2023,TLV,FRA,VIE,6:15,11:40,6h 25m,1 stop,"1,525"
Austrian Airlines,2/8/2023,TLV,MUC,VIE,6:15,14:20,9h 05m,1 stop,"1,544"
SWISS,2/8/2023,TLV,FRA,ZRH,7:35,15:40,9h 05m,1 stop,"1,545"
Lufthansa,2/8/2023,TLV,BER,FRA,16:25,22:25,7h 00m,1 stop,"1,546"
Lufthansa,2/8/2023,TLV,BER,FRA,5:20,11:55,7h 35m,1 stop,"1,546"
Lufthansa,2/8/2023,TLV,MUC,"FRA, QWU, ...",5:20,14:07,9h 47m,3 stops,"1,554"
Lufthansa,2/8/2023,TLV,MUC,FRA,16:25,22:10,6h 45m,1 stop,"1,592"
Lufthansa,2/8/2023,TLV,MUC,FRA,5:20,13:10,8h 50m,1 stop,"1,592"
Lufthansa,2/8/2023,TLV,MUC,FRA,5:20,14:10,9h 50m,1 stop,"1,592"
Lufthansa,2/8/2023,TLV,FRA,MUC,7:00,15:00,9h 00m,1 stop,"1,604"
Lufthansa,2/8/2023,TLV,FRA,"MUC, DUS",7:00,15:30,9h 30m,2 stops,"1,646"
Lufthansa,2/8/2023,TLV,BER,"MUC, FRA",7:00,14:55,8h 55m,2 stops,"1,663"
Lufthansa,2/8/2023,TLV,BER,"MUC, FRA",7:00,15:55,9h 55m,2 stops,"1,681"
Lufthansa,2/8/2023,TLV,FRA,"MUC, BER",7:00,14:55,8h 55m,2 stops,"5,312"
Lufthansa,2/8/2023,TLV,MUC,,17:05,20:15,4h 10m,nonstop,"1,084"
Lufthansa,2/8/2023,TLV,MUC,,7:00,10:10,4h 10m,nonstop,"1,084"
Ryanair,2/8/2023,TLV,BER,,18:55,22:10,4h 15m,nonstop,61
easyJet,2/8/2023,TLV,BER,,13:10,16:45,4h 35m,nonstop,66
Lufthansa,2/8/2023,TLV,FRA,,16:25,20:00,4h 35m,nonstop,"1,195"
Lufthansa,2/8/2023,TLV,FRA,,5:20,9:00,4h 40m,nonstop,"1,195"
Ryanair,2/8/2023,TLV,BER,PFO,13:50,18:40,5h 50m,1 stop,56
Aegean Airlines,2/8/2023,TLV,MUC,ATH,5:20,10:10,5h 50m,1 stop,379
Aegean Airlines,2/8/2023,TLV,FRA,ATH,5:20,10:25,6h 05m,1 stop,311
Lufthansa,2/8/2023,TLV,FRA,MUC,7:00,12:05,6h 05m,1 stop,"1,391"
Lufthansa,2/8/2023,TLV,BER,MUC,7:00,12:15,6h 15m,1 stop,"1,523"
Austrian Airlines,2/8/2023,TLV,FRA,VIE,6:15,11:40,6h 25m,1 stop,"1,525"
Pegasus Airlines,2/8/2023,TLV,BER,SAW,5:30,11:00,6h 30m,1 stop,329
Aegean Airlines,2/8/2023,TLV,BER,ATH,5:20,10:50,6h 30m,1 stop,375
Pegasus Airlines,2/8/2023,TLV,FRA,SAW,7:20,13:05,6h 45m,1 stop,250
Lufthansa,2/8/2023,TLV,MUC,FRA,16:25,22:10,6h 45m,1 stop,"1,592"
Lufthansa,2/8/2023,TLV,BER,MUC,17:05,22:55,6h 50m,1 stop,"1,523"
Lufthansa,2/8/2023,TLV,BER,FRA,16:25,22:25,7h 00m,1 stop,"1,546"
Turkish Airlines,2/8/2023,TLV,BER,IST,7:25,13:30,7h 05m,1 stop,650
Air France,2/8/2023,TLV,FRA,CDG,15:55,22:05,7h 10m,1 stop,454
Pegasus Airlines,2/8/2023,TLV,FRA,SAW,10:10,16:25,7h 15m,1 stop,250
LOT,2/8/2023,TLV,BER,WAW,5:20,11:35,7h 15m,1 stop,574
AnadoluJet,2/8/2023,TLV,FRA,SAW,6:10,12:30,7h 20m,1 stop,516
AnadoluJet,2/8/2023,TLV,BER,SAW,6:10,12:30,7h 20m,1 stop,519
Air France,2/8/2023,TLV,MUC,CDG,15:55,22:20,7h 25m,1 stop,454
Turkish Airlines,2/8/2023,TLV,FRA,IST,7:25,13:50,7h 25m,1 stop,643
SWISS,2/8/2023,TLV,BER,ZRH,7:35,14:00,7h 25m,1 stop,"1,452"
AnadoluJet,2/8/2023,TLV,MUC,SAW,6:10,12:40,7h 30m,1 stop,519
Lufthansa,2/8/2023,TLV,BER,FRA,5:20,11:55,7h 35m,1 stop,"1,546"
Air France,2/8/2023,TLV,BER,CDG,15:55,22:40,7h 45m,1 stop,498
SWISS,2/8/2023,TLV,MUC,ZRH,7:35,14:25,7h 50m,1 stop,"1,298"
Aegean Airlines,2/8/2023,TLV,BER,"ATH, MUC",5:20,12:15,7h 55m,2 stops,"1,458"
Finnair,2/8/2023,TLV,BER,HEL,1:10,8:20,8h 10m,1 stop,"1,450"
easyJet,2/8/2023,TLV,BER,AMS,14:00,21:30,8h 30m,1 stop,511
Turkish Airlines,2/8/2023,TLV,MUC,IST,9:50,17:20,8h 30m,1 stop,672
Pegasus Airlines,2/8/2023,TLV,FRA,SAW,5:30,13:05,8h 35m,1 stop,250
Turkish Airlines,2/8/2023,TLV,BER,IST,9:50,17:30,8h 40m,1 stop,650
Lufthansa,2/8/2023,TLV,MUC,FRA,5:20,13:10,8h 50m,1 stop,"1,592"
Lufthansa,2/8/2023,TLV,BER,"MUC, FRA",7:00,14:55,8h 55m,2 stops,"1,663"
Lufthansa,2/8/2023,TLV,FRA,"MUC, BER",7:00,14:55,8h 55m,2 stops,"5,312"
Lufthansa,2/8/2023,TLV,FRA,MUC,7:00,15:00,9h 00m,1 stop,"1,604"
Austrian Airlines,2/8/2023,TLV,MUC,VIE,6:15,14:20,9h 05m,1 stop,"1,544"
SWISS,2/8/2023,TLV,FRA,ZRH,7:35,15:40,9h 05m,1 stop,"1,545"
Finnair,2/8/2023,TLV,FRA,HEL,1:10,9:25,9h 15m,1 stop,"1,311"
Lufthansa,2/8/2023,TLV,BER,MUC,7:00,15:25,9h 25m,1 stop,"1,523"
KLM,2/8/2023,TLV,BER,AMS,5:15,13:45,9h 30m,1 stop,620
Lufthansa,2/8/2023,TLV,FRA,"MUC, DUS",7:00,15:30,9h 30m,2 stops,"1,646"
Lufthansa,2/8/2023,TLV,MUC,"FRA, QWU, ...",5:20,14:07,9h 47m,3 stops,"1,554"
Lufthansa,2/8/2023,TLV,MUC,FRA,5:20,14:10,9h 50m,1 stop,"1,592"
Lufthansa,2/8/2023,TLV,BER,"MUC, FRA",7:00,15:55,9h 55m,2 stops,"1,681"
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,250
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,250
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,385
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,385
AnadoluJet,2/8/2023,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,455
Turkish Airlines,2/8/2023,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,618
Austrian Airlines,2/8/2023,TLV,VIE,,6:15,9:00,3h 45m,nonstop,907
SWISS,2/8/2023,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,962
Lufthansa,2/8/2023,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,"1,002"
Lufthansa,2/8/2023,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,"1,023"
Lufthansa,2/8/2023,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,"1,023"
LOT,2/8/2023,TLV,VIE,WAW,5:20,10:40,6h 20m,1 stop,"1,054"
Lufthansa,2/8/2023,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,"1,082"
Austrian Airlines,2/8/2023,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,450"
Lufthansa,2/8/2023,TLV,SZG,FRA,16:25,22:30,7h 05m,1 stop,"1,573"
Lufthansa,2/8/2023,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,573"
Lufthansa,2/8/2023,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,632"
Lufthansa,2/8/2023,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,252"
Lufthansa,2/8/2023,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,320"
Austrian Airlines,2/8/2023,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Austrian Airlines,2/8/2023,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"2,154"
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,265
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,250
Ryanair,2/8/2023,TLV,VIE,CRL,12:55,20:40,8h 45m,1 stop,224
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,250
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,385
AnadoluJet,2/8/2023,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,455
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,385
Turkish Airlines,2/8/2023,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,618
Austrian Airlines,2/8/2023,TLV,VIE,,6:15,9:00,3h 45m,nonstop,752
SWISS,2/8/2023,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,869
Lufthansa,2/8/2023,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,913
Lufthansa,2/8/2023,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,937
LOT,2/8/2023,TLV,VIE,WAW,5:20,10:40,6h 20m,1 stop,"1,054"
Lufthansa,2/8/2023,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,950
Lufthansa,2/8/2023,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,998
Lufthansa,2/8/2023,TLV,SZG,FRA,16:25,22:30,7h 05m,1 stop,"1,237"
Lufthansa,2/8/2023,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,252"
Lufthansa,2/8/2023,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,320"
Austrian Airlines,2/8/2023,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Austrian Airlines,2/8/2023,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"2,154"
Austrian Airlines,2/8/2023,TLV,VIE,,6:15,9:00,3h 45m,nonstop,752
LOT,2/8/2023,TLV,VIE,WAW,5:20,10:40,6h 20m,1 stop,"1,054"
Lufthansa,2/8/2023,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,913
Lufthansa,2/8/2023,TLV,SZG,FRA,16:25,22:30,7h 05m,1 stop,"1,237"
Lufthansa,2/8/2023,TLV,VIE,FRA,16:25,22:40,7h 15m,1 stop,937
SWISS,2/8/2023,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,869
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,250
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,385
AnadoluJet,2/8/2023,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,455
Lufthansa,2/8/2023,TLV,SZG,"MUC, FRA",7:00,13:55,7h 55m,2 stops,"1,320"
Lufthansa,2/8/2023,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,998
Austrian Airlines,2/8/2023,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Austrian Airlines,2/8/2023,TLV,SZG,"VIE, FRA",6:15,13:55,8h 40m,2 stops,"2,154"
Ryanair,2/8/2023,TLV,VIE,CRL,12:55,20:40,8h 45m,1 stop,224
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,250
Pegasus Airlines,2/8/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,385
Lufthansa,2/8/2023,TLV,SZG,FRA,5:20,13:55,9h 35m,1 stop,"1,252"
Turkish Airlines,2/8/2023,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,618
Lufthansa,2/8/2023,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,950
Pegasus Airlines,2/8/2023,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,299
Pegasus Airlines,2/8/2023,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,288
Pegasus Airlines,2/8/2023,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,282
Iberia,2/8/2023,TLV,MAD,,6:00,10:30,5h 30m,nonstop,513
Turkish Airlines,2/8/2023,TLV,BCN,IST,9:50,16:50,8h 00m,1 stop,675
Iberia,2/8/2023,TLV,BCN,MAD,6:00,12:50,7h 50m,1 stop,724
EL AL,2/8/2023,TLV,BCN,,9:30,13:20,4h 50m,nonstop,933
easyJet,2/8/2023,TLV,BCN,CDG,14:00,22:30,9h 30m,1 stop,522
Air France,2/8/2023,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,639
Iberia,2/8/2023,TLV,BCN,MAD,6:00,14:50,9h 50m,1 stop,819
Turkish Airlines,2/8/2023,TLV,MAD,IST,9:50,16:30,7h 40m,1 stop,834
KLM,2/8/2023,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,734
Lufthansa,2/8/2023,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,"1,207"
SWISS,2/8/2023,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,"1,211"
Turkish Airlines,2/8/2023,TLV,AGP,IST,9:50,16:40,7h 50m,1 stop,"1,242"
Air France,2/8/2023,TLV,AGP,CDG,15:55,23:35,8h 40m,1 stop,"1,219"
